have	 (また《話》『have got』)〈物〉‘を'『持っている』,所有している(進行形にできない)・(また《話》『have got』)〈親類・友人など〉‘が'『いる』,‘を'持っている,〈召使など〉‘を'かかえている;〈動物〉‘を'飼っている(進行形にできない) ・(また《話》『have got』)(特質・付属物として)…‘を'『備えている』,‘が'ある(進行形にできない) ・(また《話》『have got』)〈感情・意見など〉‘を'持つ,抱く(進行形にできない) ・《『have to』do》(また《話》『have got to』do)…『しなければならない』;《不定文で》…する必要がある・《『have to be』…》…に違いない・〈ある状態〉‘を'経験する,〈病気〉‘に'かかる / …‘を'食べる,飲む,〈たばこ〉‘を'吸う・《動作を表す名詞を目的語にして》《話》〈ある動作・行為〉‘を'する,行う・《『have』+『名』〈人〉+do》《しばしばwill, wouldと共に》〈人〉‘に'(…)させる,してもらう,される / 《『have』+『名』+『過分』》…‘を'(…)させる,される,してもらう・《+『have』+『名』+『形』(『名』,『過分』,do『ing』)〈補〉》…‘を'(…の)状態に保つ,(…の)ままにしておく(進行形にできない) / …‘を'得る,もらう,受ける(進行形にできない) ・〈人・動物が〉〈子〉‘を'産む,もうける・《通例否定文で》…‘を'許す,認める・(財産・社会的地位などを)持っている人;(資源・核兵器を)持っている国
evil	 (思想・行動などが)『邪悪な』,罪深い / 害を与える,有害な / 『不吉な』;不運な / 〈U〉『悪』,罪悪 / 〈C〉『害悪』,悪弊 / 不幸,不運 / 悪く 
lift	 (上の位置まで)…‘を'『持ち上げる』,引き上げる《+『up』+『名,』+『名』+『up』》 / …‘を'『上に向ける』《+『up』+『名,』+『名』+『up』》 / (上の程度・段階まで)…‘を'『高める』,上げる《+『up』+『名』,+『名』+『up』》 / 〈禁止令・税金など〉‘を'徹廃する;〈封鎖・妨害など〉‘を'解除する / 《話》(…から)…‘を'失敬する《+『名』+『from』+『名』》 / 〈雲・霧などが〉晴れる / 『持ち上げる(『持ち上がる』)こと』 / (物が)持ち上げられる距離(高さ);持ち上げる重量(分量) / (自動車などに)『乗せること』 / 《通例単数形で》手助け,援助 / 《話》《a~》精神の高揚,感情の高まり / 《英》=elevator / (特にスキーヤーを運ぶ)リフト;起重機 / (飛行機の翼にかかる)揚力 / (靴の)かかとの皮[の1枚] 
flat	 平『平らな』,平たんな / 《補語にのみ用いて》べったりと広がった(横になった) / 薄っぺらな(shallow) / 《名詞の前にのみ用いて》露骨な,あからさまな;(positive) / (料金・価格などが)均一(一律)の(uniform) / たいくつな,おもしろくない,気の抜けた / (発泡飲料が)気の抜けた / 空気のはいっていない,しぼんだ / (絵画で色調が)変化に乏しい,光沢を消した / (音楽で)変音の,半音下がった / 『きっぱりと』 / 正確に,きっかり / 本来の音程より下げて / 『平面』,平たい部分 / 平地,低地;《複数形で》湿地,沼地,浅瀬 / 枠張り物(舞台背景用のベニヤ・布などを張った枠組み) / 《おもに米》空気の抜けたタイヤ;パンク / 半音低い音,変音;変音記号
neck	 〈C〉(人間・動物の)『首』;首の骨 / 〈C〉(衣服の)えり / 〈C〉首の形をした物 / 〈U〉〈C〉(食品としての)(羊などの)頚肉(けいにく) / キスして愛撫(あいぶ)し合う 
hate	 …‘を'『憎む』,『ひどくきらう』;《話》…‘を'いやだと思う / 憎しみ,憎悪(hatred)
dirt	 『不潔な物』,汚物;泥,ほこり,ごみ / 土(soil) / 無価値なもの / わい談,春画,わいせつ本(pornography) / 《話》卑わいな言葉;(特に)卑わいな悪口 
luck	 『運』,巡り合わせ / 『幸運』
lord	 〈C〉『主人』,支配者;(封建時代の)『君主』,領主 / 〈U〉《the Lord, our Lord》『主』)しゅ) / 《Lord》《呼びかけや感嘆の表現に用いて》 / 〈C〉『貴族』;《Lords》(英国の)上院議員たち / 〈U〉《Lord》…卿(きょう)(英国の貴族および高位の官職の尊称) 
soil	 〈U〉(植物の成長に適する)『土』,土壌(どじょう) / 〈U〉(特殊な)土 / 〈U〉〈C〉《気取って》国,地方;《the~》土地,農地 
urge	 〈人・馬など〉‘を'『駆り立てる』,〈進行・活動など〉‘を'急がせる,早める / 〈人〉‘を'『促す』,せきたてる:《urge+名〈人〉+to do 人をせかして…させる》 / (人に)…‘を'『力説する』,強く主張する(支持する,すすめる)《+名+upon(on)+名〈人〉》 / 《しばしば an ~》強い衝動,駆り立てる欲望:《urge for(to)+名…への衝動》
soul	 〈C〉〈U〉『魂』,霊魂;『心』,精神(spirit) / 〈U〉『情』,感情,情緒 / 〈U〉(物事の)生命,精髄;《話》生気,迫力 / 〈C〉『人』,人間 / 〈C〉(…の)権化,典型,化身《+『of』+『名』》 / 〈C〉(…の)指導者,中心人物《+『of』+『名』》 / 米国黒人[文化]の,米国黒人[文化]特有の,米国黒人[文化]に由来する 
pair	 (二つで一つに用いられる物の)『組』,『対』《+『of』+『名』》 / (対になる部分からなる物の)『1個』《+『of』+『名』》 / 《集合的に》《複数扱い》夫婦,婚約中の男女;(動物の)つがい《+『of』+『名』》 / 《集合的に》《複数扱い》(同種または何かの関係のある物の)二人(二つ,2頭など)の組《+『of』+『名』》 / …‘を'二人(2個)ずつ組にする《+『名』+『off』(『up』),+『off』(『up』)+『名』》,(…と)…‘を'組にする《+『名』+『with』+『名』》 / (…と)…‘を'結婚させる《+『名』+[『up』]『with』+『名』》 / 二人(2個)ずつ組になる《+『off』(『up』)》 
lean	 (人・動物が)『やせた』,肉の落ちた / (肉などが)脂肪が少ない / 乏しい,貧弱な(poor, scanty);(土地などが)やせた / 脂肪のない肉,赤身(lean meat)
jump	 《副詞[句]を伴って》(地面などから)『跳ぶ』,跳躍する / 急に(さっと)立ち上がる / (驚き・恐怖などで)(…に)ぎくっ(ぎょっ)として跳び上がる《+『at』+『名』》 / 〈金額・数量が〉急増する,急上昇する / …‘を'跳び越える / 〈人・動物〉‘を'跳躍させる,急に動かす / 《話》…‘に'急に襲いかかる / 〈C〉『跳ぶこと』,跳躍,ジャンプ / 〈C〉(跳び越さねばならぬ)障害物 / 〈C〉一跳びの幅(高さ) / 〈C〉(驚き・恐怖などで)ぎくっと(ぎょっと)すること / 《the jumps》《話》神経的な震え,動揺,いらいら / 〈C〉(…の)急増,急上昇《+『in』+『名』》 / 《the ~》ジャンプ競技 / 〈C〉飛行機からの落下傘降下 
snow	 〈U〉『雪』 / 〈C〉《単数形で》『降雪』;《複数形で》積雪 / 〈U〉〈C〉雪のような物;(特に)コカイン,ヘロイン / 《itを主語にして》『雪が降る』 / (…に)雪のように降る《+『on』+『名』》;雪のように舞い込む《+『in』》 / …‘を'雪のように降らせる / …‘を'雪でおおう(閉じ込める)《+『名』+『in』(『under, up』)》 
pray	 (神に…を)『祈る』《『to』+『名』〈神〉+『for』+『名』》 / 《話》(物事を)心から望む《+『for』+『名』》 / 〈神〉‘に'『祈願する』,祈る / 《『pray』+『that』『節』》…であることを心から望む / 《文》…‘を'懇願する,請う / 《改まった命令文で》どうか(please);《疑問文で》ねえ,もし
busy	 『忙しい』,多忙な / (場所が)『にぎやかな』 / 《米》(電話が)使用中の(《英》engaged) / 〈自分〉'を'忙しくさせる
hide	 …‘を'『隠す』 / 〈感情など〉‘を'人に知られないようにする,おもてに出さない,秘密にする / 〈物が〉…‘を'見えなくする,おおい隠す / 『隠れる』,潜む / (狩猟・撮影などのため)動物を観察する隠れ場所 
wire	 〈U〉〈C〉『針金』,金属線 / 〈C〉『電線』,ケーブル;金網 / 《おもに米》〈U〉〈C〉『電報』(telegram) / …‘を'『針金で結ぶ』《+名+together》 / (…のために)〈家など〉‘に'電線を取り付ける《+名+for+名》 / 〈人〉‘に'『電報を打つ』 / (…に…を求めて)電報を打つ《+to+名+for+名》 
desk	 『机』,勉強机,事務机 / 受付所,応接所 / (新聞社・役所などの)部局 
hunt	 〈野生の鳥・動物〉‘を'『狩る』,〈獲物のいる場所〉‘を'狩る,〈馬・犬など》‘を'狩猟に使う / 〈物・仕事など〉‘を'捜す,見つけようとする / (…を求めて)〈場所〉‘を'くまなく捜す《+『名』+『for』+『名』》 / (…から)…‘を'迫いやる《+『名』+『away』(+『away』+『名』)+『from』(off, out of』)+『名』》 / 『狩りをする』 / (…を)捜し求める《+『for』(『after』)+『名』》 / (…を求めて…を)くまなそ捜す《+『in』(『through』)+『名』+『for』+『名』》 / 『狩り』,狩猟;《英》キツネ狩り / 狩猟隊(会) / (…の)捜索;追求《+『for』+『名』》
nose	 『鼻』 / 《単数形で》(…に対する)『嗅覚』(きゅうかく)《+『for』+『名』》 / (鼻のように)突起した部分;船首,機首 / 《単数形で》(…を)かぎつける力《+『for』+『名』》 / 《副詞[句]を伴って》…‘を'鼻で押す,鼻でさわる(こする) / …‘を'鼻でかぐ,‘を'においをかぐ;…‘を'においで知る / (…の)においをかぐ《+『at』+『名』》 / 《副詞[句]を伴って》(用心しながら)鼻先を向けて進む
mine	 『私のもの』 / 《of mineの形で》『私の』 / 《古》私の(my)《母音または綴字がhで始まる語の前,あるいは名詞の後に用いて》 
band	 『帯』,『バンド』,ひも,(おけの)たが / (色の)すじ,しま / 周波数 / …‘に'バンドを付ける
risk	 『危険』;危害(損害)を受ける可能性《+『of』+『名』(do『ing』)》 / 〈生命など〉‘を'『危険にさらす』 / …‘を'危険(失敗,損失など)を覚悟してする 
fish	 {C}『魚』;《集合的に》魚類 / {U}魚肉,魚 / {C}《話》人,やつ / 〈魚〉‘を'『とる』,釣る,捕まえる;〈小川・湖など〉‘で'魚をとる,漁をする / 釣りをする,魚をとる,漁をする 
bind	 (ひもで)…'を'『しばる』,'を'束ねる《+『up+『名』,+『名』+『up』》 / (旨で)旨'を'『巻く』《+『名』+『with』+『名』》;〈包帯など〉'を'巻きつける《+『up』+『名』,+『名』+『up』》 / 《しばし受動熊で》〈人〉'を'『束縛する』,‘に'義務を負わせる / (氷・セメントなどで)…'を'固める,凝結させる《+『名』+『with』+『名』》 / 〈人〉'を'年季奉公に出す,徒弟(とてい)に出す / 〈本〉'を'とじる,製本する,装丁する / 〈衣服が〉…'を'窮屈にする,締めつける / 〈織物など〉‘に'へりをつける,縁飾りをつける / 〈土・砂などが〉固まる,締まる / 拘束する,拘束力がある / 〈衣服が〉窮屈である / 厄介な事態
earn	 (正業で働いて)〈金など〉‘を'『かせぐ』 / (努力して)〈信用・名声など〉‘を'得る / (貯金などが)〈利益〉‘を'生じる,生む 
pack	 『包み』,『束』;荷物 / (…の一つの)『包み』,組,そろい《+『of』+『名』》 / (人・動物などの一つの)『隊』,群れ《+『of』+『塁』》 / 《a~》たくさん(の…)《+『of』+『名』》 / (傷口などに当てる)湿布 / (美容のための)パック / 〈物など〉‘を'『包む』,『束ねる』,荷作りする / (物)〈容器など〉‘に'『詰める』,入れる《+『名』+『with』+『名』》 / (容器に)〈物など〉‘を'『詰め込む』,いっぱいに入れる《+『名』+『into』(『in』)+『名』》 / 《しばしば受動態で》(人・物が)〈城所・乗り物など〉‘を'『いっぱいにする』 / 《米話》…‘を'身につけている / (運搬・保管などのために)『荷作りする』,『包装する』《+『up』》 / 〈物が〉荷作りできる,包装し得る / (…に)〈が〉ぎっしりはいる《+『into』+『名』》
slip	 《副詞[句]を伴って》『滑る』,つるっと滑る・《副詞[句]を伴って》こっそり動く,滑るように動く・〈時が〉いつの間にか過ぎ去る《+『by』(『away,』『along,』『on』)》・(服などを)すばやく着る《+『into』+『名』》,するっと脱ぐ《+『out』『of』+『名』》・〈物価・質などが〉だんだん下がる,ずり落ちる・ちよっと間違いをする《+『up』『in』(『on』)+『名』》 / (心・記憶などから)〈物事が〉消え去る《+『from』(『out』『of』)+『名』》・〈物〉‘を'滑らせる;(…に)…‘を'滑り込ませる《+『名』+『into』+『名』》;(…から)…‘を'すっと出す《+『名』+『out』『of』(『from』)+『名』》・《『slip』+『名』〈間〉+『名』〈直〉=『slip』+『名』+『to』+『名』》…に…‘を'そっと渡す,こっそりやる・〈服など〉‘を'するっと着る《+『on』+『名,』+『名』+『on』》;…‘を'するっと脱ぐ《+『off』+『名,』+『名』+『off』》・…‘から'するっとぬける,脱出する・〈結び目など〉‘を'解く,ほどく・〈物事が〉〈心・記憶など〉‘から'消え去る,抜ける・『滑ること』,滑り;足を滑らせること・ちよっとした誤り,失策・(埠頭で)荷揚げ用斜面;修理用船台・スリップ(婦人用肌着) ・まくらカバー(pillowcase)
stem	 (草の)『茎』,(木の)『幹』 / 葉柄,花梗(かこう) / 『茎状のもの』;(杯・グラスの)『脚』,(パイプ・さじの)柄,(時計の)りゅうず / (単語の)語幹,語根 / 船首;船首材 / …‘の'茎(軸)を取り去る,へたをとる / (…から)生じる,(…に)由来する《+『from』+『名』(do『ing』)》 
bend	 〈まっすぐな物〉'を'『曲げる』 / (…に)〈人〉'を'『従わせる』,屈服させる,〈意志〉'を'曲げさせる《+『名』+『to』+『名』》 / (…の方向に)〈視線・歩みなど〉'を'『向ける』,〈心など〉'を'傾ける《+『名』+『to』(『toward』,『on』)+『名/(do『ing』)》 / 〈物が〉曲がる / 身をかがめる;(…に)かがみこむ《+[『down』]『over』+『名』》 / (運命・意志,人などに)『従う』,屈服する《+『before』(『to』)+『名』》 / (…を方向に)『曲がる』,向かう《+『to』(『toward』)+『名』》 / (仕事などに)取り組む,身を入れる《+『to』+『名』》 / 曲がり,湾曲部,曲がった所 / (…を)曲げる(曲がる)こと,(身を)かがめること《+『of』+『名』》 / (綱の)結び目 / 《話》《the bends》ケーソン病,潜水病
salt	 〈U〉『塩』,食塩 / 〈U〉(化学で)塩 / 《複数形で》薬用塩類(Epsom salt[s],smelling salts) / 〈U〉生気(刺激,興趣)を与えるもの / 〈C〉《話》(特に老練な)水夫 / 塩の,塩を含んでいる;塩気のある,塩辛い / 塩漬けにした / (土地が)塩につかった / 塩信でできた,塩水の中で育つ / 〈食べ物〉‘を'塩で味をつける;〈肉・魚など〉‘を'塩漬けにして保存する《+『名』+『down』,+『down』+『名』》 / 《受動態で》(…で)〈言葉・話など〉‘を'ぴりっとさせる,‘に'味をつける《+『名』+『with』+『名』》 
